gene	lof.pLI
SPANXN3	3.8315e-01
SPANXN4	3.5242e-01
SPANXN5	8.5244e-02
SPARC	2.8740e-01
SPARCL1	2.3398e-01
SPART	7.3318e-07
SPAST	9.2032e-01
SPATA1	2.6958e-06
SPATA12	3.2078e-01
SPATA13	2.8696e-02
SPATA16	6.1097e-04
SPATA17	3.4308e-08
SPATA18	5.3742e-07
SPATA19	3.6264e-05
SPATA2	9.9936e-01
SPATA20	2.8686e-15
SPATA21	3.9677e-04
SPATA22	1.4407e-01
SPATA24	7.1622e-02
SPATA25	2.6126e-06
SPATA2L	8.0594e-03
SPATA3	2.2280e-04
SPATA31A1	8.4794e-01
SPATA31A3	6.5050e-01
SPATA31A6	1.1215e-03
SPATA31A7	9.0813e-01
SPATA31C1	5.7812e-01
SPATA31C2	1.8860e-02
SPATA31D1	2.0458e-01
SPATA31D3	3.1864e-01
SPATA31D4	1.1248e-01
SPATA31E1	3.4083e-02
SPATA32	1.2995e-08
SPATA33	2.8023e-02
SPATA4	3.5015e-03
SPATA45	3.8121e-01
SPATA46	6.3754e-01
SPATA48	1.9782e-05
SPATA5	1.7055e-10
SPATA5L1	2.9862e-08
SPATA6	1.6735e-05
SPATA6L	1.2915e-10
SPATA7	1.4226e-01
SPATA9	4.1874e-03
SPATC1	2.3933e-08
SPATC1L	4.2419e-05
SPATS1	1.7081e-02
SPATS2	1.8227e-01
SPATS2L	1.6570e-01
SPC24	3.7374e-07
SPC25	4.9071e-01
SPCS1	1.1276e-02
SPCS2	9.9274e-01
SPCS3	8.3830e-01
SPDEF	9.3339e-01
SPDL1	4.1631e-03
SPDYA	9.0790e-01
SPDYC	4.1441e-02
SPDYE1	5.1962e-05
SPDYE10P	7.5444e-01
SPDYE12P	6.6014e-01
SPDYE16	9.5398e-01
SPDYE18	9.1846e-01
SPDYE2	7.2882e-01
SPDYE21	3.9965e-02
SPDYE3	3.3537e-01
SPDYE4	8.5259e-03
SPDYE5	6.7446e-02
SPDYE6	9.8544e-01
SPDYE7P	4.9330e-11
SPECC1	8.5833e-01
SPECC1L	9.9994e-01
SPEF1	2.7620e-10
SPEF2	3.9299e-08
SPEG	9.9410e-01
SPEGNB	2.9516e-04
SPEM1	6.8138e-05
SPEM2	2.9518e-01
SPEN	1.0000e+00
SPESP1	1.1537e-02
SPG11	8.3509e-12
SPG21	4.6359e-01
SPG7	3.3383e-02
SPHK1	4.5704e-01
SPHK2	2.8367e-02
SPHKAP	1.7072e-04
SPI1	9.9980e-01
SPIB	9.1009e-01
SPIC	1.0870e-01
SPICE1	1.8784e-01
SPIDR	2.4696e-04
SPIN1	9.9990e-01
SPIN2A	1.1466e-03
SPIN2B	2.5884e-01
SPIN3	7.7837e-01
SPIN4	7.5843e-01
SPINDOC	1.2347e-01
SPINK1	4.4398e-01
SPINK13	2.7726e-02
SPINK14	3.9270e-01
SPINK2	6.3238e-02
SPINK4	8.8563e-04
SPINK5	1.9338e-03
SPINK6	1.9599e-03
SPINK7	2.9419e-01
SPINK8	5.3810e-05
SPINK9	5.4194e-01
SPINT1	1.0399e-02
SPINT2	8.3411e-02
SPINT3	1.5802e-02
SPINT4	1.4915e-02
SPIRE1	9.1108e-01
SPIRE2	1.1706e-07
SPN	1.1159e-02
SPNS1	3.3023e-01
SPNS2	7.6139e-05
SPNS3	1.1406e-04
SPO11	3.5919e-03
SPOCD1	1.5120e-01
SPOCK1	8.0891e-01
SPOCK2	4.0860e-04
SPOCK3	7.5963e-01
SPON1	6.7505e-08
SPON2	1.8040e-01
SPOP	9.9995e-01
SPOPL	4.2681e-01
SPOUT1	5.9231e-02
SPP1	2.6457e-02
SPP2	4.5763e-07
SPPL2A	3.4198e-01
SPPL2B	3.0184e-03
SPPL2C	3.5113e-10
SPPL3	9.9999e-01
SPR	5.8593e-06
SPRED1	9.9605e-01
SPRED2	3.8815e-02
SPRED3	1.0694e-04
SPRING1	8.0910e-03
SPRR1A	4.4974e-01
SPRR1B	9.1450e-02
SPRR2A	9.8511e-03
SPRR2B	2.2993e-02
SPRR2D	3.4250e-01
SPRR2E	2.8338e-01
SPRR2F	4.9436e-02
SPRR2G	3.2095e-02
SPRR3	3.1532e-01
SPRR4	6.5414e-01
SPRTN	9.9552e-01
SPRY1	7.2337e-01
SPRY2	3.5349e-01
SPRY3	3.8066e-03
SPRY4	4.4096e-01
SPRYD3	9.5813e-01
SPRYD4	1.5150e-03
SPRYD7	2.3051e-01
SPSB1	9.7118e-01
SPSB2	2.9337e-01
SPSB3	1.5315e-01
SPSB4	4.4652e-07
SPTA1	8.3618e-14
SPTAN1	1.0000e+00
SPTB	1.0000e+00
SPTBN1	1.0000e+00
SPTBN2	9.9947e-01
SPTBN4	8.9980e-01
SPTBN5	1.5226e-106
SPTLC1	8.4719e-02
SPTLC2	9.9328e-01
SPTLC3	3.1940e-01
SPTSSA	3.4901e-04
SPTSSB	4.9278e-02
SPTY2D1	9.9873e-01
SPX	2.4163e-06
SPZ1	3.5663e-01
SQLE	6.2744e-01
SQOR	9.2572e-01
SQSTM1	6.9646e-02
SRA1	4.8285e-04
SRARP	2.1153e-03
SRBD1	3.3731e-07
SRC	9.9996e-01
SRCAP	1.0000e+00
SRCIN1	4.3491e-01
SRD5A1	1.6177e-02
SRD5A2	6.6816e-07
SRD5A3	4.9699e-04
SREBF1	7.1000e-01
SREBF2	3.1662e-01
SREK1	1.0000e+00
SREK1IP1	2.9597e-02
SRF	9.9992e-01
SRFBP1	4.5304e-08
SRGAP1	9.9869e-01
SRGAP2	8.7489e-01
SRGAP2B	1.1236e-01
SRGAP2C	2.7618e-02
SRGAP3	1.0000e+00
SRGN	5.8787e-01
SRI	6.6591e-08
SRL	1.8615e-03
SRM	8.7774e-01
SRMS	2.7374e-16
SRP14	9.9559e-01
SRP19	2.8903e-01
SRP54	9.9999e-01
SRP68	1.0000e+00
SRP72	1.7780e-02
SRP9	8.6273e-01
SRPK1	1.1188e-01
SRPK2	1.0000e+00
SRPK3	6.0116e-01
SRPRA	7.1922e-02
SRPRB	1.1387e-01
SRPX	5.7154e-02
SRPX2	4.8120e-02
SRR	4.3800e-01
SRRD	1.2826e-05
SRRM1	1.0000e+00
SRRM2	1.0000e+00
SRRM3	4.9748e-01
SRRM4	1.5474e-03
SRRM5	8.7123e-02
SRRT	1.0000e+00
SRSF1	9.9999e-01
SRSF10	9.8122e-01
SRSF11	1.0000e+00
SRSF12	2.0941e-03
SRSF2	9.3080e-01
SRSF3	9.9993e-01
SRSF4	9.9996e-01
SRSF5	9.9995e-01
SRSF6	9.9099e-01
SRSF7	9.1700e-01
SRSF8	7.0376e-04
SRSF9	9.9941e-01
SRXN1	5.0713e-05
SRY	3.6457e-01
SS18	9.9986e-01
SS18L1	1.3494e-01
SS18L2	3.6333e-02
SSB	9.9973e-01
SSBP1	2.6251e-01
SSBP2	9.8191e-01
SSBP3	1.0000e+00
SSBP4	8.4272e-01
SSC4D	2.6885e-16
SSC5D	1.6511e-04
SSH1	3.6160e-02
SSH2	1.0000e+00
SSH3	2.1105e-09
SSMEM1	1.0061e-02
SSNA1	9.5319e-06
SSPN	2.1814e-02
SSR1	9.4148e-01
SSR2	4.6791e-01
SSR3	7.1750e-02
SSR4	8.7499e-01
SSRP1	1.0000e+00
SST	5.0931e-03
SSTR1	7.5428e-02
SSTR2	1.4336e-01
SSTR3	1.6875e-01
SSTR5	1.2107e-01
SSU72	4.6465e-01
SSUH2	8.2250e-09
SSX1	3.6857e-45
SSX2IP	6.3996e-02
SSX3	9.0260e-03
SSX4	5.2030e-01
SSX4B	1.5282e-01
SSX5	1.2241e-03
SSX7	2.6848e-06
ST13	7.0236e-01
ST14	1.1557e-03
ST18	3.3282e-01
ST20	1.7364e-01
ST20-MTHFS	3.7273e-01
ST3GAL1	5.6714e-01
ST3GAL2	3.3534e-01
ST3GAL3	9.9722e-01
ST3GAL4	7.8760e-02
ST3GAL5	8.9116e-01
ST3GAL6	2.0677e-02
ST6GAL1	7.3434e-01
ST6GAL2	7.0636e-01
ST6GALNAC1	1.1804e-01
ST6GALNAC2	3.6598e-04
ST6GALNAC3	8.9995e-04
ST6GALNAC4	1.3163e-04
ST6GALNAC5	1.8871e-03
ST6GALNAC6	1.5055e-01
ST7	9.9957e-01
ST7L	2.5239e-03
ST8SIA1	7.7477e-01
ST8SIA2	1.8150e-02
ST8SIA3	3.5366e-01
ST8SIA4	2.1643e-01
ST8SIA5	4.4639e-03
ST8SIA6	1.2387e-01
STAB1	1.0011e-08
STAB2	3.0751e-01
STAC	6.1364e-07
STAC2	3.1971e-04
STAC3	1.6734e-03
STAG1	1.0000e+00
STAG2	1.0000e+00
STAG3	5.8134e-02
STAM	9.9591e-01
STAM2	1.4599e-09
STAMBP	2.0497e-03
STAMBPL1	3.6710e-09
STAP1	1.6459e-03
STAP2	2.3583e-05
STAR	1.8190e-02
STARD10	1.7615e-01
STARD13	9.1284e-03
STARD3	9.6212e-04
STARD3NL	7.3953e-01
STARD4	1.0145e-01
STARD5	1.6498e-10
STARD6	4.7510e-02
STARD7	1.3968e-02
STARD8	2.8008e-02
STARD9	7.0511e-05
STAT1	1.0000e+00
STAT2	9.7115e-01
STAT3	1.0000e+00
STAT4	9.6720e-01
STAT5A	1.0000e+00
STAT5B	1.0000e+00
STAT6	9.8993e-01
STATH	9.4018e-04
STAU1	1.0000e+00
STAU2	9.9933e-01
STBD1	9.7003e-07
STC1	9.2256e-01
STC2	8.9729e-01
STEAP1	1.2712e-06
STEAP1B	6.3586e-02
STEAP2	6.6787e-02
STEAP3	1.1886e-11
STEAP4	2.6476e-04
STH	3.8062e-02
STIL	2.7616e-01
STIM1	9.9949e-01
STIM2	9.6128e-01
STIMATE	4.4415e-01
STIMATE-MUSTN1	4.5310e-05
STING1	8.0799e-02
STIP1	1.0000e+00
STK10	2.4544e-13
STK11	9.9995e-01
STK11IP	2.6100e-01
STK16	1.2376e-04
STK17A	4.0030e-03
STK17B	4.4463e-01
STK19	1.6193e-06
STK24	9.6512e-01
STK25	9.4650e-01
STK3	5.3921e-04
STK31	5.0563e-01
STK32A	1.9666e-04
STK32B	2.7767e-07
STK32C	9.7676e-03
STK33	4.2957e-01
STK35	6.6981e-03
STK36	1.2620e-02
STK38	2.1868e-02
STK38L	3.6908e-01
STK39	1.0000e+00
STK4	2.3826e-01
STK40	9.9989e-01
STKLD1	2.7749e-25
STMN1	9.9457e-01
STMN2	9.9992e-01
STMN3	2.3346e-04
STMN4	9.8337e-01
STMND1	7.1904e-04
STMP1	1.9505e-01
STN1	3.0035e-05
STOM	1.1894e-01
STOML1	8.4386e-02
STOML2	3.6890e-02
STOML3	2.9794e-08
STON1	1.1600e-31
STON1-GTF2A1L	4.8217e-41
STON2	1.4906e-01
STOX1	2.1035e-03
STOX2	6.6271e-01
STPG1	4.2604e-02
STPG2	3.1012e-04
STPG3	2.2265e-13
STPG4	1.2699e-06
STRA6	1.9816e-02
STRA8	3.3473e-02
STRADA	9.9152e-01
STRADB	5.0481e-03
STRAP	9.7955e-01
STRBP	1.0000e+00
STRC	6.7541e-01
STRIP1	9.0115e-09
STRIP2	1.0873e-09
STRN	2.8918e-06
STRN3	1.0000e+00
STRN4	9.8109e-01
STS	8.0886e-01
STT3A	9.6697e-01
STT3B	1.0000e+00
STUB1	1.2069e-08
STUM	5.8566e-02
STX10	9.8663e-04
STX11	7.2908e-08
STX12	8.8275e-01
STX16	2.5836e-03
STX17	1.0980e-01
STX18	5.5677e-05
STX19	9.7486e-10
STX1A	9.9999e-01
STX1B	9.9999e-01
STX2	5.8279e-02
STX3	2.0287e-01
STX4	4.3888e-03
STX5	9.9216e-01
STX6	1.9340e-01
STX7	3.1513e-03
STX8	6.0334e-02
STXBP1	1.0000e+00
STXBP2	4.7174e-02
STXBP3	2.2746e-04
STXBP4	4.9805e-02
STXBP5	1.0000e+00
STXBP5L	9.9777e-01
STXBP6	4.1980e-04
STYK1	1.0146e-02
STYX	3.3374e-01
STYXL1	4.1946e-04
STYXL2	1.5976e-10
SUB1	9.5592e-01
SUCLA2	6.2635e-01
SUCLG1	3.3660e-06
SUCLG2	7.8555e-05
SUCNR1	1.2476e-03
SUCO	9.9985e-01
SUDS3	1.6965e-01
SUFU	1.0000e+00
SUGCT	2.3354e-05
SUGP1	5.0085e-01
SUGP2	1.0000e+00
SUGT1	9.9996e-01
SULF1	9.9593e-01
SULF2	2.7449e-01
SULT1A1	6.3776e-07
SULT1A2	6.6316e-07
SULT1B1	1.6329e-02
SULT1C2	8.9792e-05
SULT1C3	1.2861e-08
SULT1C4	1.0238e-05
SULT1E1	6.2023e-06
SULT2A1	2.7887e-16
SULT2B1	1.3034e-03
SULT4A1	7.6344e-01
SULT6B1	5.7942e-02
SUMF1	1.9380e-10
SUMF2	8.5021e-03
SUMO1	6.3844e-01
SUMO2	9.8345e-01
SUMO3	9.2189e-01
SUMO4	8.4142e-02
SUN1	1.7242e-02
SUN2	1.9582e-03
SUN3	1.9939e-04
SUN5	3.8329e-04
SUOX	6.0555e-05
SUPT16H	1.0000e+00
SUPT20H	1.7147e-02
SUPT3H	2.0159e-04
SUPT4H1	1.3554e-02
SUPT5H	1.0000e+00
SUPT6H	1.0000e+00
SUPT7L	3.8983e-01
SUPV3L1	2.3461e-01
SURF1	5.1542e-14
SURF2	2.2074e-15
SURF4	9.9996e-01
SURF6	5.8390e-05
SUSD1	1.8733e-03
SUSD2	6.3135e-29
SUSD3	1.4914e-01
SUSD4	4.1218e-06
SUSD5	1.6829e-05
SUSD6	4.3234e-03
SUV39H1	9.8957e-01
SUV39H2	9.9996e-01
SUZ12	1.0000e+00
SV2A	9.9990e-01
SV2B	9.9740e-04
SV2C	2.1139e-02
SVBP	1.6877e-02
SVEP1	1.0224e-06
SVIL	9.9977e-01
SVIP	1.2847e-01
SVOP	1.0000e+00
SVOPL	7.8125e-02
SWAP70	5.5623e-01
SWI5	4.9271e-02
SWSAP1	2.6676e-02
SWT1	9.9969e-01
SYAP1	9.4312e-01
SYBU	1.9830e-01
SYCE1	5.3443e-07
SYCE1L	1.3216e-03
SYCE2	9.9997e-01
SYCE3	6.7340e-01
SYCN	3.2146e-07
SYCP1	9.9980e-01
SYCP2	1.0000e+00
SYCP2L	1.5336e-20
SYCP3	5.4292e-05
SYDE1	8.8181e-03
SYDE2	1.9399e-10
SYF2	5.5418e-03
SYK	1.0000e+00
SYMPK	9.9966e-01
SYN1	9.9216e-01
SYN2	9.9520e-01
SYN3	1.6001e-01
SYNC	2.3518e-01
SYNCRIP	1.0000e+00
SYNDIG1	1.8757e-01
SYNDIG1L	2.4513e-03
SYNE1	5.7017e-01
SYNE2	9.9937e-01
SYNE3	6.1752e-20
SYNE4	4.9560e-02
SYNGAP1	1.0000e+00
SYNGR1	2.7928e-02
SYNGR2	2.6682e-02
SYNGR3	3.1536e-03
SYNGR4	3.7139e-02
SYNJ1	9.6852e-01
SYNJ2	4.1286e-04
SYNJ2BP	7.4192e-03
SYNJ2BP-COX16	1.2715e-04
SYNM	7.0764e-14
SYNPO	9.8659e-01
SYNPO2	2.0495e-02
SYNPO2L	1.8293e-01
SYNPR	1.6550e-01
SYNRG	1.0000e+00
SYP	9.8128e-01
SYPL1	9.4474e-01
SYPL2	1.0506e-05
SYS1	7.3087e-02
SYT1	9.9999e-01
SYT10	2.4930e-05
SYT11	9.9173e-01
SYT12	8.4914e-03
SYT13	3.9843e-01
SYT14	9.8922e-01
SYT15	8.7420e-01
SYT16	1.5750e-01
SYT17	7.7464e-01
SYT2	7.3223e-01
SYT3	3.3330e-02
SYT4	9.9993e-01
SYT5	1.5865e-01
SYT6	2.5466e-01
SYT7	9.9284e-01
SYT8	2.7504e-03
SYT9	1.6825e-01
SYTL1	7.5484e-03
SYTL2	2.9316e-01
SYTL3	1.4477e-14
SYTL4	7.1900e-01
SYTL5	5.2058e-03
SYVN1	9.9978e-01
SZRD1	9.5814e-01
SZT2	2.4462e-03
TAAR1	7.3298e-06
TAAR2	2.3802e-08
TAAR5	1.9188e-11
TAAR6	4.9743e-05
TAAR9	3.3795e-01
TAB1	6.7796e-05
TAB2	1.0000e+00
TAB3	6.1714e-01
TAC1	3.9429e-01
TAC3	7.7222e-02
TAC4	2.0539e-04
TACC1	3.4710e-01
TACC2	1.0000e+00
TACC3	5.9399e-02
TACO1	6.5633e-03
TACR1	1.0128e-05
TACR2	4.2333e-03
TACR3	2.8116e-12
TACSTD2	3.6014e-06
TADA1	1.4482e-04
TADA2A	7.5261e-01
TADA2B	6.0485e-01
TADA3	1.2123e-01
TAF1	1.0000e+00
TAF10	9.9332e-01
TAF11	9.9577e-01
TAF12	9.9814e-01
TAF13	2.4723e-01
TAF15	9.9986e-01
TAF1A	6.4248e-05
TAF1B	8.1539e-02
TAF1C	7.8919e-05
TAF1D	3.5028e-02
TAF1L	1.0000e+00
TAF2	9.2076e-01
TAF3	1.0000e+00
TAF4	1.0000e+00
TAF4B	5.9395e-01
TAF5	1.0000e+00
TAF5L	1.0000e+00
TAF6	3.9341e-01
TAF6L	1.5259e-01
TAF7	8.3082e-01
TAF7L	9.9266e-01
TAF8	4.8437e-04
TAF9	1.0385e-02
TAF9B	1.0850e-10
TAFA1	9.9013e-01
TAFA2	5.5441e-01
TAFA3	9.5616e-06
TAFA4	1.2773e-01
TAFA5	8.4681e-01
TAGAP	3.2709e-01
TAGLN	7.0469e-02
TAGLN2	3.7120e-02
TAGLN3	6.4518e-01
TAL1	3.6138e-01
TAL2	3.9829e-01
TALDO1	2.3361e-08
TAMALIN	7.8072e-01
TAMM41	7.4785e-03
TANC1	1.1305e-06
TANC2	1.0000e+00
TANGO2	2.2006e-01
TANGO6	4.1303e-18
TANK	9.9793e-01
TAOK1	1.0000e+00
TAOK2	9.9999e-01
TAOK3	1.0000e+00
TAP1	1.4981e-06
TAP2	1.0507e-09
TAPBP	1.8133e-03
TAPBPL	1.0362e-03
TAPT1	7.8945e-01
TARBP1	2.9657e-13
TARBP2	3.1644e-04
TARDBP	1.0000e+00
TARM1	5.4889e-07
TARP	3.4110e-01
TARS1	4.3542e-01
TARS2	1.7185e-10
TARS3	3.5149e-09
TAS1R1	3.5987e-01
TAS1R2	4.5578e-15
TAS1R3	5.7863e-22
TAS2R1	3.4987e-01
TAS2R10	2.9452e-01
TAS2R13	2.3468e-01
TAS2R14	3.0302e-01
TAS2R16	5.9416e-03
TAS2R20	1.1091e-01
TAS2R3	6.5107e-03
TAS2R30	2.9603e-01
TAS2R31	3.2460e-01
TAS2R38	1.3922e-03
TAS2R39	1.4045e-08
TAS2R4	2.9344e-07
TAS2R40	8.7986e-05
TAS2R41	4.3513e-14
TAS2R42	1.0816e-01
TAS2R43	3.0900e-01
TAS2R46	3.4099e-01
TAS2R5	3.1872e-05
TAS2R60	4.8462e-05
TAS2R9	2.9406e-01
TASOR	1.0000e+00
TASOR2	9.9498e-01
TASP1	9.8155e-01
TAT	9.1264e-08
TATDN1	9.5264e-04
TATDN2	3.1528e-06
TATDN3	5.1472e-01
TAX1BP1	5.9876e-01
TAX1BP3	2.6917e-04
TBATA	6.5784e-09
TBC1D1	7.7146e-02
TBC1D10A	9.3001e-01
TBC1D10B	8.4068e-01
TBC1D10C	1.1485e-13
TBC1D12	3.3500e-02
TBC1D13	4.7677e-06
TBC1D14	9.9999e-01
TBC1D15	9.9025e-01
TBC1D16	1.7470e-02
TBC1D17	9.5567e-16
TBC1D19	9.4279e-01
TBC1D2	1.0828e-05
TBC1D20	9.9612e-01
TBC1D21	5.7125e-07
TBC1D22A	1.4853e-06
TBC1D22B	2.9311e-02
TBC1D23	3.9845e-02
TBC1D24	6.3200e-10
TBC1D25	8.7310e-01
TBC1D26	3.7357e-01
TBC1D28	1.5926e-01
TBC1D29P	7.2680e-09
TBC1D2B	1.2873e-03
TBC1D30	7.3238e-01
TBC1D31	5.7473e-03
TBC1D32	3.3999e-07
TBC1D3B	9.2759e-01
TBC1D3F	8.7928e-02
TBC1D3L	5.7467e-01
TBC1D4	5.4166e-08
TBC1D5	1.6706e-01
TBC1D7	3.9783e-01
TBC1D7-LOC100130357	5.8035e-11
TBC1D8	8.9575e-06
TBC1D8B	2.9410e-01
TBC1D9	2.2547e-04
TBC1D9B	3.3038e-05
TBCA	6.1608e-01
TBCB	2.5109e-01
TBCC	9.8973e-03
TBCCD1	4.7225e-02
TBCD	2.4539e-01
TBCE	1.1654e-01
TBCEL	9.6838e-01
TBCEL-TECTA	3.6677e-01
TBCK	2.4032e-01
TBK1	9.9031e-01
TBKBP1	2.4038e-04
TBL1X	9.8816e-01
TBL1XR1	1.0000e+00
TBL1Y	4.0300e-13
TBL2	1.3346e-02
TBL3	9.3959e-15
TBP	9.9970e-01
TBPL1	9.9503e-01
TBPL2	3.6188e-01
TBR1	1.0000e+00
TBRG1	2.9296e-01
TBRG4	3.8511e-01
TBX1	8.1462e-01
TBX10	9.8536e-07
TBX15	9.9578e-01
TBX18	9.9618e-01
TBX19	3.8486e-05
TBX2	6.7206e-04
TBX20	9.9980e-01
TBX21	9.9994e-01
TBX22	9.7704e-01
TBX3	9.9457e-01
TBX4	1.0000e+00
TBX5	1.0000e+00
TBX6	2.1238e-05
TBXA2R	7.9873e-06
TBXAS1	3.8164e-05
TBXT	2.7316e-01
TC2N	8.2940e-03
TCAF1	8.4479e-01
TCAF2	2.7162e-01
TCAIM	1.4140e-01
TCAP	5.3655e-05
TCEA1	4.2759e-01
TCEA2	1.1900e-01
TCEA3	3.0277e-04
TCEAL1	5.8578e-01
TCEAL2	3.5082e-01
TCEAL3	7.3954e-01
TCEAL4	7.4827e-01
TCEAL5	7.2911e-01
TCEAL6	1.6648e-02
TCEAL7	4.8470e-01
TCEAL8	5.4338e-01
TCEANC	2.0792e-01
TCEANC2	7.7793e-06
TCERG1	1.0000e+00
TCERG1L	4.8877e-12
TCF12	9.7198e-01
TCF15	2.9388e-04
TCF19	5.0470e-02
TCF20	1.0000e+00
TCF21	9.4887e-01
TCF23	2.2172e-02
TCF24	1.3031e-01
TCF25	9.7947e-01
TCF3	1.3005e-02
TCF4	1.0000e+00
TCF7	9.9784e-01
TCF7L1	9.9564e-01
TCF7L2	1.0000e+00
TCFL5	9.9985e-01
TCHH	4.0150e-05
TCHHL1	1.7696e-02
TCHP	1.1811e-08
TCIM	1.6131e-01
TCIRG1	1.2416e-03
TCL1A	2.5844e-01
TCL1B	4.8625e-04
TCN1	4.7322e-17
TCN2	4.8400e-08
TCOF1	1.0000e+00
TCP1	1.0000e+00
TCP10L	9.3139e-02
TCP10L2	6.1862e-01
TCP11	6.0676e-02
TCP11L1	6.0050e-01
TCP11L2	8.5849e-03
TCTA	5.5584e-05
TCTE1	2.8294e-03
TCTN1	3.8892e-04
TCTN2	1.2569e-11
TCTN3	5.2544e-04
TDG	3.4942e-01
TDGF1	5.7485e-07
TDO2	2.8769e-02
TDP1	2.3349e-01
TDP2	3.5828e-05
TDRD1	1.0000e+00
TDRD10	6.0077e-02
TDRD12	9.9643e-05
TDRD3	5.6034e-01
TDRD5	1.0000e+00
TDRD6	2.5273e-10
TDRD7	9.7198e-01
TDRD9	2.9902e-14
TDRKH	9.0528e-01
TDRP	3.7679e-05
TEAD1	1.0000e+00
TEAD2	6.1212e-06
TEAD3	9.9986e-01
TEAD4	6.0136e-01
TEC	6.7056e-11
TECPR1	2.9945e-04
TECPR2	1.0298e-05
TECR	9.4916e-01
TECRL	7.2139e-05
TECTA	7.3664e-14
TECTB	3.5244e-13
TEDC1	5.9773e-04
TEDC2	5.5538e-08
TEDDM1	4.1088e-01
TEF	9.9832e-01
TEFM	6.3101e-02
TEK	1.0000e+00
TEKT1	2.5590e-02
TEKT2	1.7686e-03
TEKT3	3.1036e-02
TEKT4	8.8507e-12
TEKT5	2.1191e-06
TELO2	2.5371e-06
TEN1	2.2098e-01
TENM1	1.0000e+00
TENM2	1.0000e+00
TENM3	1.0000e+00
TENM4	1.0000e+00
TENT2	1.1126e-02
TENT4A	1.0000e+00
TENT4B	1.0000e+00
TENT5A	9.3367e-01
TENT5B	2.7848e-04
TENT5C	9.9243e-01
TEP1	5.8563e-02
TEPP	1.0085e-03
TEPSIN	1.2168e-03
TERB1	1.4631e-01
TERB2	3.0347e-03
TERF1	9.5060e-01
TERF2	9.9903e-01
TERF2IP	2.8920e-02
TERT	1.8566e-03
TES	5.7712e-03
TESC	2.8563e-03
TESK1	9.9994e-01
TESK2	2.8343e-07
TESMIN	7.7908e-04
TESPA1	5.7997e-01
TET1	1.0000e+00
TET2	2.3968e-03
TET3	1.0000e+00
TEX10	1.0000e+00
TEX101	3.4789e-02
TEX11	1.0000e+00
TEX12	1.1127e-01
TEX13A	5.3093e-02
TEX13B	1.1098e-02
TEX14	1.0284e-24
TEX15	1.4495e-28
TEX19	2.9995e-01
TEX2	5.6887e-01
TEX22	8.2267e-09
TEX26	2.3123e-05
TEX261	3.3752e-02
TEX264	2.3953e-01
TEX29	3.6763e-06
TEX30	3.1314e-01
TEX33	8.0960e-06
TEX35	5.7633e-02
TEX36	3.7139e-04
TEX37	1.7288e-02
TEX38	2.9515e-01
TEX43	5.0691e-02
TEX44	3.1605e-01
TEX45	3.2722e-01
TEX46	7.9700e-02
TEX47	1.0651e-06
TEX48	3.0966e-03
TEX50	4.2488e-01
TEX52	1.4773e-07
TEX55	9.3694e-03
TEX9	1.3121e-03
TF	6.2112e-02
TFAM	8.6114e-02
TFAP2A	9.9996e-01
TFAP2B	9.9998e-01
TFAP2C	9.9883e-01
TFAP2D	9.9977e-01
TFAP2E	2.8280e-11
TFAP4	9.9989e-01
TFB1M	7.8303e-05
TFB2M	4.7308e-05
TFCP2	6.3368e-01
TFCP2L1	1.0000e+00
TFDP1	1.0000e+00
TFDP2	9.9987e-01
TFE3	9.7985e-01
TFEB	9.9590e-01
TFEC	9.1911e-02
TFF1	1.1804e-03
TFF2	3.1106e-08
TFF3	3.7318e-02
TFG	4.9073e-01
TFIP11	2.5990e-01
TFPI	9.0040e-01
TFPI2	6.2979e-04
TFPT	2.1842e-04
TFR2	4.2709e-09
TFRC	9.8338e-01
TG	3.8129e-03
TGDS	1.4066e-03
TGFA	6.0304e-02
TGFB1	2.5965e-02
TGFB1I1	2.8169e-01
TGFB2	9.9834e-01
TGFB3	1.0000e+00
TGFBI	3.8659e-01
TGFBR1	9.8559e-01
TGFBR2	9.9420e-01
TGFBR3	2.5786e-01
TGFBR3L	5.7138e-09
TGFBRAP1	1.0000e+00
TGIF1	9.9658e-01
TGIF2	9.2333e-01
TGIF2-RAB5IF	8.6610e-03
TGM1	9.6660e-02
TGM2	7.7518e-05
TGM3	6.8932e-13
TGM4	1.6181e-17
TGM5	7.0894e-11
TGM6	9.8224e-22
TGM7	5.8422e-21
TGOLN2	1.0744e-03
TGS1	1.3668e-07
TH	1.1620e-10
THADA	8.4762e-25
THAP1	9.0124e-01
THAP10	6.1759e-03
THAP11	5.1378e-01
THAP12	9.9669e-01
THAP2	2.3821e-01
THAP3	7.1977e-03
THAP4	9.7715e-01
THAP5	2.0284e-03
THAP6	1.9629e-01
THAP7	6.8746e-07
THAP8	5.7419e-07
THAP9	1.9556e-03
THBD	4.9647e-02
THBS1	1.0000e+00
THBS2	9.9995e-01
THBS3	3.7118e-09
THBS4	9.2270e-15
THEG	5.0143e-04
THEGL	4.9071e-13
THEM4	5.8784e-02
THEM5	2.0460e-04
THEM6	1.9477e-05
THEMIS	2.2037e-04
THEMIS2	1.0025e-02
THG1L	2.2990e-03
THNSL1	5.7785e-18
THNSL2	4.6943e-04
THOC1	9.8984e-01
THOC2	1.0000e+00
THOC3	4.4443e-01
THOC5	9.6763e-01
THOC6	2.1573e-08
THOC7	6.2602e-02
THOP1	1.0746e-02
